,data_id,treat,age,educ,black,hisp,marr,nodegree,re74,re75,re78,outcome,pscore
34,NSW,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,3191.753,3191.753,0.6167764983096378
35,NSW,1.0,42.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,20505.93,20505.93,0.46979899809897707
36,NSW,1.0,25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,6181.88,6181.88,0.8604491203261282
37,NSW,1.0,23.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,5911.551,5911.551,0.25603722080984287
38,NSW,1.0,46.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,3094.156,3094.156,0.34443053406289514
39,NSW,1.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8659347228530576
40,NSW,1.0,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1254.582,1254.582,0.5332639348895316
41,NSW,1.0,19.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,13188.83,13188.83,0.04734713877482308
42,NSW,1.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,8061.485,8061.485,0.4945898437182895
43,NSW,1.0,18.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,2787.96,2787.96,0.23161236622507245
44,NSW,1.0,20.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,3972.54,3972.54,0.7277714282730114
45,NSW,1.0,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7010925853581111
46,NSW,1.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4945898437182895
47,NSW,1.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4883755092178776
48,NSW,1.0,25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,12187.41,12187.41,0.8604491203261282
49,NSW,1.0,23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,4843.176,4843.176,0.6029055982780575
50,NSW,1.0,28.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8592048245842402
51,NSW,1.0,31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,8087.487,8087.487,0.5180632368086711
52,NSW,1.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5528771918857355
53,NSW,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2348.973,2348.973,0.6167764983096378
54,NSW,1.0,30.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,590.7818,590.7818,0.5180632368086711
55,NSW,1.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.46133338121611384
56,NSW,1.0,37.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1067.506,1067.506,0.7617564117835666
57,NSW,1.0,41.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,7284.986,7284.986,0.29266222122541
58,NSW,1.0,42.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,13167.52,13167.52,0.09853809141254724
59,NSW,1.0,22.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1048.432,1048.432,0.12465732783813453
60,NSW,1.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4945898437182895
61,NSW,1.0,29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1923.938,1923.938,0.8592048245842402
62,NSW,1.0,35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,4666.236,4666.236,0.750045160171609
63,NSW,1.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,549.2984,549.2984,0.8725598558210271
64,NSW,1.0,29.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,762.9146,762.9146,0.834187007539912
65,NSW,1.0,28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,10694.29,10694.29,0.8561699236093447
66,NSW,1.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8725598558210271
67,NSW,1.0,23.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1518011902431152
68,NSW,1.0,45.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,8546.715,8546.715,0.29266222122541
69,NSW,1.0,29.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,7479.656,7479.656,0.5490590125364486
70,NSW,1.0,27.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8794534346549148
71,NSW,1.0,46.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,647.2046,647.2046,0.39908617268598273
72,NSW,1.0,18.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6052048810746382
73,NSW,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,11965.81,11965.81,0.6167764983096378
74,NSW,1.0,28.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,9598.541,9598.541,0.24920558670185863
75,NSW,1.0,25.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,18783.35,18783.35,0.11491044332282127
76,NSW,1.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,18678.08,18678.08,0.6029055982780575
77,NSW,1.0,21.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8426162309501606
78,NSW,1.0,40.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,23005.6,23005.6,0.750045160171609
79,NSW,1.0,22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,6456.697,6456.697,0.8659347228530576
80,NSW,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6167764983096378
81,NSW,1.0,18.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2321.107,2321.107,0.2631392559775954
82,NSW,1.0,38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4941.849,4941.849,0.02796278220830448
83,NSW,1.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6100886968036521
84,NSW,1.0,27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8820647143815926
85,NSW,1.0,38.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.750045160171609
86,NSW,1.0,23.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,3881.284,3881.284,0.530908667395624
87,NSW,1.0,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,17230.96,17230.96,0.8725598558210271
88,NSW,1.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8048.603,8048.603,0.03650932579181584
89,NSW,1.0,25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8820647143815926
90,NSW,1.0,31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,14509.93,14509.93,0.5180632368086711
91,NSW,1.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.46133338121611384
92,NSW,1.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8725598558210271
93,NSW,1.0,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,9983.784,9983.784,0.5332639348895316
94,NSW,1.0,44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.750045160171609
95,NSW,1.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5587.503,5587.503,0.05070453137493961
96,NSW,1.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4482.845,4482.845,0.6040790243600614
97,NSW,1.0,42.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2456.153,2456.153,0.3711899957531224
98,NSW,1.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8725598558210271
99,NSW,1.0,31.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,26817.6,26817.6,0.450911263238567
100,NSW,1.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8659347228530576
101,NSW,1.0,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,9265.788,9265.788,0.8725598558210271
102,NSW,1.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,485.2298,485.2298,0.8725598558210271
103,NSW,1.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4814.627,4814.627,0.5528771918857355
104,NSW,1.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7458.105,7458.105,0.6523696372180058
105,NSW,1.0,43.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7617564117835666
106,NSW,1.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,34099.28,34099.28,0.6100886968036521
107,NSW,1.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1953.268,1953.268,0.4883755092178776
108,NSW,1.0,30.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8481747166380234
109,NSW,1.0,26.0,10.0,1.0,0.0,1.0,1.0,2027.999,0.0,0.0,-2027.999,0.1866492684896708
110,NSW,1.0,20.0,9.0,1.0,0.0,0.0,1.0,6083.994,0.0,8881.665,2797.671,0.2389281054876987
111,NSW,1.0,17.0,9.0,0.0,1.0,0.0,1.0,445.1704,74.34345,6210.67,5765.4995,0.04793733766211619
112,NSW,1.0,20.0,12.0,1.0,0.0,0.0,0.0,989.2678,165.2077,0.0,-989.2678,0.19605837483040825
113,NSW,1.0,18.0,11.0,1.0,0.0,0.0,1.0,858.2543,214.5636,929.8839,71.62964,0.19088059880387154
114,NSW,1.0,27.0,12.0,1.0,0.0,1.0,0.0,3670.872,334.0493,0.0,-3670.872,0.267173464868244
115,NSW,1.0,21.0,12.0,0.0,0.0,0.0,0.0,3670.872,334.0494,12558.02,8887.147,0.010626666973640425
116,NSW,1.0,27.0,12.0,1.0,0.0,0.0,0.0,2143.413,357.9499,22163.25,20019.836,0.4293081047808615
117,NSW,1.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,377.5686,1652.637,1652.637,0.2731397748498612
118,NSW,1.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,385.2741,8124.715,8124.715,0.5597104911900426
119,NSW,1.0,23.0,12.0,1.0,0.0,0.0,0.0,5506.308,501.0741,671.3318,-4834.9766,0.28949963551448926
120,NSW,1.0,29.0,14.0,1.0,0.0,0.0,0.0,0.0,679.6734,17814.98,17814.98,0.26177908897489516
121,NSW,1.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,798.9079,9737.154,9737.154,0.3620395791654851
122,NSW,1.0,19.0,9.0,1.0,0.0,0.0,1.0,0.0,798.9079,17685.18,17685.18,0.5183560634559611
123,NSW,1.0,27.0,13.0,0.0,0.0,1.0,0.0,9381.566,853.7225,0.0,-9381.566,0.005076097610392746
124,NSW,1.0,18.0,11.0,0.0,0.0,0.0,1.0,3678.231,919.5579,4321.705,643.4741,0.004073453233618191
125,NSW,1.0,27.0,9.0,1.0,0.0,1.0,1.0,0.0,934.4454,1773.423,1773.423,0.6893737141563633
126,NSW,1.0,22.0,12.0,1.0,0.0,0.0,0.0,5605.852,936.1773,0.0,-5605.852,0.28949963551448926
127,NSW,1.0,23.0,10.0,1.0,0.0,1.0,1.0,0.0,936.4386,11233.26,11233.26,0.6893737141563633
128,NSW,1.0,23.0,12.0,0.0,1.0,0.0,0.0,9385.74,1117.439,559.4432,-8826.297,0.060261554832170335
129,NSW,1.0,20.0,11.0,1.0,0.0,0.0,1.0,3637.498,1220.836,1085.44,-2552.058,0.44784526402506947
130,NSW,1.0,17.0,9.0,1.0,0.0,0.0,1.0,1716.509,1253.439,5445.2,3728.6912,0.15054429196401029
131,NSW,1.0,28.0,11.0,1.0,0.0,0.0,1.0,0.0,1284.079,60307.93,60307.93,0.740005048823891
132,NSW,1.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,1392.853,1460.36,1460.36,0.7004707669513651
133,NSW,1.0,20.0,11.0,1.0,0.0,0.0,1.0,16318.62,1484.994,6943.342,-9375.278,0.5225832947101869
134,NSW,1.0,24.0,11.0,1.0,0.0,1.0,1.0,824.3886,1666.113,4032.708,3208.3193,0.3124868693603874
135,NSW,1.0,31.0,9.0,1.0,0.0,0.0,1.0,0.0,1698.607,10363.27,10363.27,0.7546472595190568
136,NSW,1.0,23.0,8.0,0.0,0.0,1.0,1.0,0.0,1713.15,4232.309,4232.309,0.06588901304297742
137,NSW,1.0,18.0,10.0,1.0,0.0,0.0,1.0,2143.411,1784.274,11141.39,8997.979,0.25530004359179603
138,NSW,1.0,29.0,12.0,1.0,0.0,0.0,0.0,10881.94,1817.284,0.0,-10881.94,0.23399794867567364
139,NSW,1.0,26.0,11.0,0.0,0.0,0.0,1.0,0.0,2226.266,13385.86,13385.86,0.06648089838657337
140,NSW,1.0,24.0,9.0,1.0,0.0,0.0,1.0,9154.7,2288.675,4849.559,-4305.141,0.6249826808935939
141,NSW,1.0,25.0,12.0,1.0,0.0,0.0,0.0,14426.79,2409.274,0.0,-14426.79,0.32338329221892226
142,NSW,1.0,24.0,10.0,1.0,0.0,0.0,1.0,4250.402,2421.947,1660.508,-2589.8938,0.5625942124794341
143,NSW,1.0,46.0,8.0,1.0,0.0,0.0,1.0,3165.658,2594.723,0.0,-3165.658,0.22288038433254811
144,NSW,1.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,2611.218,2484.549,2484.549,0.020761523451978015
145,NSW,1.0,19.0,11.0,1.0,0.0,0.0,1.0,2305.026,2615.276,4146.603,1841.5771,0.3513160845959648
146,NSW,1.0,19.0,8.0,1.0,0.0,0.0,1.0,0.0,2657.057,9970.681,9970.681,0.5824214691658794
147,NSW,1.0,27.0,11.0,1.0,0.0,0.0,1.0,2206.94,2666.274,0.0,-2206.94,0.5461730091529248
148,NSW,1.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,2754.646,26372.28,26372.28,0.7361405478106784
149,NSW,1.0,20.0,10.0,1.0,0.0,0.0,1.0,5005.731,2777.355,5615.189,609.458,0.4491202635085684
150,NSW,1.0,28.0,10.0,1.0,0.0,0.0,1.0,0.0,2836.506,3196.571,3196.571,0.7774513240843786
151,NSW,1.0,24.0,12.0,1.0,0.0,0.0,0.0,13765.75,2842.764,6167.681,-7598.069,0.32338329221892226
152,NSW,1.0,19.0,8.0,1.0,0.0,0.0,1.0,2636.353,2937.264,7535.942,4899.589,0.286768537654882
153,NSW,1.0,23.0,12.0,1.0,0.0,0.0,0.0,6269.341,3039.96,8484.239,2214.8984,0.2459368222182229
154,NSW,1.0,42.0,9.0,1.0,0.0,1.0,1.0,0.0,3058.531,1294.409,1294.409,0.39020055199622866
155,NSW,1.0,25.0,13.0,1.0,0.0,0.0,0.0,12362.93,3090.732,0.0,-12362.93,0.26488342402320153
156,NSW,1.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,3287.375,5010.342,5010.342,0.3895728785126041
157,NSW,1.0,21.0,12.0,1.0,0.0,0.0,0.0,6473.683,3332.409,9371.037,2897.354,0.18614450725535017
158,NSW,1.0,27.0,10.0,1.0,0.0,0.0,1.0,1001.146,3550.075,0.0,-1001.146,0.487729026129927
159,NSW,1.0,21.0,8.0,1.0,0.0,0.0,1.0,989.2678,3695.897,4279.613,3290.345,0.428158846152173
160,NSW,1.0,22.0,9.0,1.0,0.0,0.0,1.0,2192.877,3836.986,3462.564,1269.687,0.49860407614934976
161,NSW,1.0,31.0,4.0,1.0,0.0,0.0,1.0,8517.589,4023.211,7382.549,-1135.04,0.256457700873758
162,NSW,1.0,24.0,10.0,1.0,0.0,1.0,1.0,11703.2,4078.152,0.0,-11703.2,0.23540032590620702
163,NSW,1.0,29.0,10.0,1.0,0.0,0.0,1.0,0.0,4398.95,0.0,0.0,0.7320976529911413
164,NSW,1.0,29.0,12.0,1.0,0.0,0.0,0.0,9748.387,4878.937,10976.51,1228.123,0.1133840905055552
165,NSW,1.0,19.0,10.0,0.0,0.0,0.0,1.0,0.0,5324.109,13829.62,13829.62,0.025430555206861848
166,NSW,1.0,19.0,11.0,0.0,1.0,1.0,1.0,5424.485,5463.803,6788.463,1363.978,0.033062942870919494
167,NSW,1.0,31.0,9.0,1.0,0.0,0.0,1.0,10717.03,5517.841,9558.501,-1158.5293,0.3848518494645698
168,NSW,1.0,22.0,10.0,1.0,0.0,1.0,1.0,1468.348,5588.664,13228.28,11759.933,0.29920998730871734
169,NSW,1.0,21.0,9.0,1.0,0.0,0.0,1.0,6416.47,5749.331,743.6666,-5672.8037,0.43170428998973337
170,NSW,1.0,17.0,10.0,1.0,0.0,0.0,1.0,1291.468,5793.852,5522.788,4231.3203,0.13294914471380445
171,NSW,1.0,26.0,12.0,1.0,0.0,1.0,0.0,8408.762,5794.831,1424.944,-6983.818,0.09500553540609485
172,NSW,1.0,20.0,9.0,0.0,1.0,0.0,1.0,12260.78,5875.049,1358.643,-10902.138,0.39699003919106457
173,NSW,1.0,19.0,10.0,1.0,0.0,0.0,1.0,4121.949,6056.754,0.0,-4121.949,0.3303947707645544
174,NSW,1.0,26.0,10.0,1.0,0.0,0.0,1.0,25929.68,6788.958,672.8773,-25256.803,0.35868719915197506
175,NSW,1.0,28.0,11.0,1.0,0.0,0.0,1.0,1929.029,6871.856,0.0,-1929.029,0.32709650736018664
176,NSW,1.0,22.0,12.0,0.0,1.0,1.0,0.0,492.2305,7055.702,10092.83,9600.6,0.0532289692438761
177,NSW,1.0,33.0,11.0,1.0,0.0,0.0,1.0,0.0,7867.916,6281.433,6281.433,0.41930099641391805
178,NSW,1.0,22.0,12.0,0.0,0.0,0.0,0.0,6759.994,8455.504,12590.71,5830.716,0.0014918629536700384
179,NSW,1.0,29.0,10.0,0.0,1.0,0.0,1.0,0.0,8853.674,5112.014,5112.014,0.5595706360442747
180,NSW,1.0,33.0,12.0,1.0,0.0,1.0,0.0,20279.95,10941.35,15952.6,-4327.3496,0.003913517407279645
181,NSW,1.0,25.0,14.0,1.0,0.0,1.0,0.0,35040.07,11536.57,36646.95,1606.8789,0.05676294096400264
182,NSW,1.0,35.0,9.0,1.0,0.0,1.0,1.0,13602.43,13830.64,12803.97,-798.45996,0.011929441871863579
183,NSW,1.0,35.0,8.0,1.0,0.0,1.0,1.0,13732.07,17976.15,3786.628,-9945.442,0.010293339703135927
184,NSW,1.0,33.0,11.0,1.0,0.0,1.0,1.0,14660.71,25142.24,4181.942,-10478.768,0.012456376152135452
185,CPS,0.0,45.0,11.0,0.0,0.0,1.0,1.0,21516.67,25243.55,25564.67,4048.0,0.0002360063451076634
186,CPS,0.0,21.0,14.0,0.0,0.0,0.0,0.0,3175.971,5852.565,13496.08,10320.109,0.0013960194794254866
187,CPS,0.0,38.0,12.0,0.0,0.0,1.0,0.0,23039.02,25130.76,25564.67,2525.6504,0.00011735262227242223
188,CPS,0.0,48.0,6.0,0.0,0.0,1.0,1.0,24994.37,25243.55,25564.67,570.3008,9.073793187355295e-05
189,CPS,0.0,18.0,8.0,0.0,0.0,1.0,1.0,1669.295,10727.61,9860.869,8191.574,0.002507621319634828
190,CPS,0.0,22.0,11.0,0.0,0.0,1.0,1.0,16365.76,18449.27,25564.67,9198.91,0.000724073376365301
191,CPS,0.0,48.0,10.0,0.0,0.0,1.0,1.0,16804.63,16354.6,18059.3,1254.6699,0.00014160921544895865
192,CPS,0.0,18.0,11.0,0.0,0.0,0.0,1.0,1144.212,3620.032,15739.27,14595.058,0.0017224737403751331
193,CPS,0.0,48.0,9.0,0.0,0.0,1.0,1.0,25862.32,25243.55,25564.67,-297.6504,0.00014137491051583994
194,CPS,0.0,45.0,12.0,0.0,0.0,1.0,0.0,25862.32,0.0,3924.842,-21937.479,0.0034902576015148562
195,CPS,0.0,34.0,14.0,0.0,0.0,1.0,0.0,25862.32,23746.84,25564.67,-297.6504,0.00012619375859397345
196,CPS,0.0,16.0,10.0,0.0,0.0,0.0,1.0,1026.656,1224.581,6847.785,5821.129,0.00036716245250957715
197,CPS,0.0,53.0,10.0,0.0,0.0,1.0,1.0,25862.32,25243.55,25564.67,-297.6504,0.00014160921544895865
198,CPS,0.0,19.0,12.0,0.0,0.0,0.0,0.0,867.9552,4386.29,8777.696,7909.741,0.0013089877368044447
199,CPS,0.0,27.0,12.0,0.0,0.0,1.0,0.0,25862.32,19047.24,19214.88,-6647.4395,0.00023425226562047465
200,CPS,0.0,32.0,10.0,0.0,0.0,1.0,1.0,20427.32,23374.45,9179.637,-11247.684,0.00032592229753612814
201,CPS,0.0,27.0,12.0,0.0,0.0,1.0,0.0,20983.75,14822.08,25564.67,4580.92,0.00023425226562047465
202,CPS,0.0,46.0,7.0,0.0,0.0,1.0,1.0,19171.43,1317.677,0.0,-19171.43,0.0009411796191506683
203,CPS,0.0,24.0,13.0,0.0,0.0,0.0,0.0,20830.92,25243.55,23903.71,3072.791,0.0003498144063314091
204,CPS,0.0,22.0,13.0,0.0,0.0,0.0,0.0,11036.55,10351.65,6556.673,-4479.877,0.0007102882388631798
205,CPS,0.0,49.0,10.0,0.0,0.0,1.0,1.0,391.8534,0.0,0.0,-391.8534,0.00042694822063857807
206,CPS,0.0,17.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,4755.324,4755.324,0.010565509621500671
207,CPS,0.0,29.0,14.0,0.0,0.0,1.0,0.0,21499.03,22586.71,20923.13,-575.89844,0.00014437700329451075
208,CPS,0.0,28.0,16.0,0.0,0.0,1.0,0.0,16500.95,0.0,10267.24,-6233.709,0.0003064484653314722
209,CPS,0.0,46.0,12.0,0.0,0.0,1.0,0.0,24814.11,24967.84,19339.01,-5475.0996,0.00011735262227242223
210,CPS,0.0,26.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,4753.846,4753.846,0.07324043479038367
211,CPS,0.0,49.0,12.0,0.0,0.0,0.0,0.0,25862.32,25243.55,25564.67,-297.6504,0.00012777930066068551
212,CPS,0.0,51.0,10.0,0.0,0.0,1.0,1.0,25862.32,25243.55,25564.67,-297.6504,0.00014160921544895865
213,CPS,0.0,51.0,10.0,0.0,0.0,1.0,1.0,22923.42,21725.56,10348.52,-12574.9,0.00014160921544895865
214,CPS,0.0,27.0,11.0,0.0,0.0,1.0,1.0,17022.11,18123.44,18490.79,1468.6797,0.0005903664846178283
215,CPS,0.0,23.0,13.0,0.0,0.0,0.0,0.0,19098.93,21014.81,0.0,-19098.93,0.0004067246786306212
216,CPS,0.0,27.0,10.0,0.0,0.0,1.0,1.0,7952.664,9755.468,13105.96,5153.296,0.0010478883318937157
217,CPS,0.0,38.0,10.0,0.0,0.0,1.0,1.0,25862.32,25243.55,25564.67,-297.6504,0.0002203110279893466
218,CPS,0.0,32.0,8.0,0.0,0.0,0.0,1.0,7186.591,6149.758,8414.175,1227.584,0.001612786733659794
219,CPS,0.0,34.0,14.0,0.0,0.0,1.0,0.0,25862.32,25243.55,25564.67,-297.6504,0.00012619375859397345
220,CPS,0.0,26.0,18.0,0.0,0.0,1.0,0.0,20971.99,21883.11,25564.67,4592.6797,0.00015689386497617287
221,CPS,0.0,21.0,13.0,0.0,0.0,0.0,0.0,8638.407,8176.403,6753.21,-1885.1973,0.001230196873336041
222,CPS,0.0,39.0,8.0,0.0,1.0,0.0,1.0,13499.35,16383.24,16461.87,2962.5195,0.0013699018564659851
223,CPS,0.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,451.1613,0.0,0.0,0.21175183903659675
