data_id,treat,age,educ,black,hisp,marr,nodegree,re74,re75,re78,outcome
NSW,1.0,42.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2456.153,2456.153
NSW,1.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,31.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,26817.6,26817.6
NSW,1.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,9265.788,9265.788
NSW,1.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,485.2298,485.2298
NSW,1.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4814.627,4814.627
NSW,1.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7458.105,7458.105
NSW,1.0,43.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,34099.28,34099.28
NSW,1.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1953.268,1953.268
NSW,1.0,30.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,26.0,10.0,1.0,0.0,1.0,1.0,2027.999,0.0,0.0,-2027.999
NSW,1.0,20.0,9.0,1.0,0.0,0.0,1.0,6083.994,0.0,8881.665,2797.671
NSW,1.0,17.0,9.0,0.0,1.0,0.0,1.0,445.1704,74.34345,6210.67,5765.4995
NSW,1.0,20.0,12.0,1.0,0.0,0.0,0.0,989.2678,165.2077,0.0,-989.2678
NSW,1.0,18.0,11.0,1.0,0.0,0.0,1.0,858.2543,214.5636,929.8839,71.62964
NSW,1.0,27.0,12.0,1.0,0.0,1.0,0.0,3670.872,334.0493,0.0,-3670.872
NSW,1.0,21.0,12.0,0.0,0.0,0.0,0.0,3670.872,334.0494,12558.02,8887.147
NSW,1.0,27.0,12.0,1.0,0.0,0.0,0.0,2143.413,357.9499,22163.25,20019.836
NSW,1.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,377.5686,1652.637,1652.637
NSW,1.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,385.2741,8124.715,8124.715
NSW,1.0,23.0,12.0,1.0,0.0,0.0,0.0,5506.308,501.0741,671.3318,-4834.9766
NSW,1.0,29.0,14.0,1.0,0.0,0.0,0.0,0.0,679.6734,17814.98,17814.98
NSW,1.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,798.9079,9737.154,9737.154
NSW,1.0,19.0,9.0,1.0,0.0,0.0,1.0,0.0,798.9079,17685.18,17685.18
NSW,1.0,27.0,13.0,0.0,0.0,1.0,0.0,9381.566,853.7225,0.0,-9381.566
NSW,1.0,18.0,11.0,0.0,0.0,0.0,1.0,3678.231,919.5579,4321.705,643.4741
NSW,1.0,27.0,9.0,1.0,0.0,1.0,1.0,0.0,934.4454,1773.423,1773.423
NSW,1.0,22.0,12.0,1.0,0.0,0.0,0.0,5605.852,936.1773,0.0,-5605.852
NSW,1.0,23.0,10.0,1.0,0.0,1.0,1.0,0.0,936.4386,11233.26,11233.26
NSW,1.0,23.0,12.0,0.0,1.0,0.0,0.0,9385.74,1117.439,559.4432,-8826.297
NSW,1.0,20.0,11.0,1.0,0.0,0.0,1.0,3637.498,1220.836,1085.44,-2552.058
NSW,1.0,17.0,9.0,1.0,0.0,0.0,1.0,1716.509,1253.439,5445.2,3728.6912
NSW,1.0,28.0,11.0,1.0,0.0,0.0,1.0,0.0,1284.079,60307.93,60307.93
NSW,1.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,1392.853,1460.36,1460.36
NSW,1.0,20.0,11.0,1.0,0.0,0.0,1.0,16318.62,1484.994,6943.342,-9375.278
NSW,1.0,24.0,11.0,1.0,0.0,1.0,1.0,824.3886,1666.113,4032.708,3208.3193
NSW,1.0,31.0,9.0,1.0,0.0,0.0,1.0,0.0,1698.607,10363.27,10363.27
NSW,1.0,23.0,8.0,0.0,0.0,1.0,1.0,0.0,1713.15,4232.309,4232.309
NSW,1.0,18.0,10.0,1.0,0.0,0.0,1.0,2143.411,1784.274,11141.39,8997.979
NSW,1.0,29.0,12.0,1.0,0.0,0.0,0.0,10881.94,1817.284,0.0,-10881.94
NSW,1.0,26.0,11.0,0.0,0.0,0.0,1.0,0.0,2226.266,13385.86,13385.86
NSW,1.0,24.0,9.0,1.0,0.0,0.0,1.0,9154.7,2288.675,4849.559,-4305.141
NSW,1.0,25.0,12.0,1.0,0.0,0.0,0.0,14426.79,2409.274,0.0,-14426.79
NSW,1.0,24.0,10.0,1.0,0.0,0.0,1.0,4250.402,2421.947,1660.508,-2589.8938
NSW,1.0,46.0,8.0,1.0,0.0,0.0,1.0,3165.658,2594.723,0.0,-3165.658
NSW,1.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,2611.218,2484.549,2484.549
NSW,1.0,19.0,11.0,1.0,0.0,0.0,1.0,2305.026,2615.276,4146.603,1841.5771
NSW,1.0,19.0,8.0,1.0,0.0,0.0,1.0,0.0,2657.057,9970.681,9970.681
NSW,1.0,27.0,11.0,1.0,0.0,0.0,1.0,2206.94,2666.274,0.0,-2206.94
NSW,1.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,2754.646,26372.28,26372.28
NSW,1.0,20.0,10.0,1.0,0.0,0.0,1.0,5005.731,2777.355,5615.189,609.458
NSW,1.0,28.0,10.0,1.0,0.0,0.0,1.0,0.0,2836.506,3196.571,3196.571
NSW,1.0,24.0,12.0,1.0,0.0,0.0,0.0,13765.75,2842.764,6167.681,-7598.069
NSW,1.0,19.0,8.0,1.0,0.0,0.0,1.0,2636.353,2937.264,7535.942,4899.589
NSW,1.0,23.0,12.0,1.0,0.0,0.0,0.0,6269.341,3039.96,8484.239,2214.8984
NSW,1.0,42.0,9.0,1.0,0.0,1.0,1.0,0.0,3058.531,1294.409,1294.409
NSW,1.0,25.0,13.0,1.0,0.0,0.0,0.0,12362.93,3090.732,0.0,-12362.93
NSW,1.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,3287.375,5010.342,5010.342
NSW,1.0,21.0,12.0,1.0,0.0,0.0,0.0,6473.683,3332.409,9371.037,2897.354
NSW,1.0,27.0,10.0,1.0,0.0,0.0,1.0,1001.146,3550.075,0.0,-1001.146
NSW,1.0,21.0,8.0,1.0,0.0,0.0,1.0,989.2678,3695.897,4279.613,3290.345
NSW,1.0,22.0,9.0,1.0,0.0,0.0,1.0,2192.877,3836.986,3462.564,1269.687
NSW,1.0,31.0,4.0,1.0,0.0,0.0,1.0,8517.589,4023.211,7382.549,-1135.04
NSW,1.0,24.0,10.0,1.0,0.0,1.0,1.0,11703.2,4078.152,0.0,-11703.2
NSW,1.0,29.0,10.0,1.0,0.0,0.0,1.0,0.0,4398.95,0.0,0.0
NSW,1.0,29.0,12.0,1.0,0.0,0.0,0.0,9748.387,4878.937,10976.51,1228.123
NSW,1.0,19.0,10.0,0.0,0.0,0.0,1.0,0.0,5324.109,13829.62,13829.62
NSW,1.0,19.0,11.0,0.0,1.0,1.0,1.0,5424.485,5463.803,6788.463,1363.978
NSW,1.0,31.0,9.0,1.0,0.0,0.0,1.0,10717.03,5517.841,9558.501,-1158.5293
NSW,1.0,22.0,10.0,1.0,0.0,1.0,1.0,1468.348,5588.664,13228.28,11759.933
NSW,1.0,21.0,9.0,1.0,0.0,0.0,1.0,6416.47,5749.331,743.6666,-5672.8037
NSW,1.0,17.0,10.0,1.0,0.0,0.0,1.0,1291.468,5793.852,5522.788,4231.3203
NSW,1.0,26.0,12.0,1.0,0.0,1.0,0.0,8408.762,5794.831,1424.944,-6983.818
NSW,1.0,20.0,9.0,0.0,1.0,0.0,1.0,12260.78,5875.049,1358.643,-10902.138
NSW,1.0,19.0,10.0,1.0,0.0,0.0,1.0,4121.949,6056.754,0.0,-4121.949
NSW,1.0,26.0,10.0,1.0,0.0,0.0,1.0,25929.68,6788.958,672.8773,-25256.803
NSW,1.0,28.0,11.0,1.0,0.0,0.0,1.0,1929.029,6871.856,0.0,-1929.029
NSW,1.0,22.0,12.0,0.0,1.0,1.0,0.0,492.2305,7055.702,10092.83,9600.6
NSW,1.0,33.0,11.0,1.0,0.0,0.0,1.0,0.0,7867.916,6281.433,6281.433
NSW,1.0,22.0,12.0,0.0,0.0,0.0,0.0,6759.994,8455.504,12590.71,5830.716
NSW,1.0,29.0,10.0,0.0,1.0,0.0,1.0,0.0,8853.674,5112.014,5112.014
NSW,1.0,33.0,12.0,1.0,0.0,1.0,0.0,20279.95,10941.35,15952.6,-4327.3496
NSW,1.0,25.0,14.0,1.0,0.0,1.0,0.0,35040.07,11536.57,36646.95,1606.8789
NSW,1.0,35.0,9.0,1.0,0.0,1.0,1.0,13602.43,13830.64,12803.97,-798.45996
NSW,1.0,35.0,8.0,1.0,0.0,1.0,1.0,13732.07,17976.15,3786.628,-9945.442
NSW,1.0,33.0,11.0,1.0,0.0,1.0,1.0,14660.71,25142.24,4181.942,-10478.768
NSW,0.0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12383.68,12383.68
NSW,0.0,22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,10740.08,10740.08
NSW,0.0,45.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11796.47,11796.47
NSW,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,9227.052,9227.052
NSW,0.0,24.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,10569.27,10569.27
NSW,0.0,34.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,6040.335,6040.335
NSW,0.0,24.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,3880.833,3880.833
NSW,0.0,36.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,21.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,5775.062,5775.062
NSW,0.0,28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,27.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,19.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,20.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,34.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2113.722,2113.722
NSW,0.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7618.639,7618.639
NSW,0.0,22.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,9920.945,9920.945
NSW,0.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4196.375,4196.375
NSW,0.0,39.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,19.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,16658.25,16658.25
NSW,0.0,44.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,9722.003,9722.003
NSW,0.0,27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3783.66,3783.66
NSW,0.0,25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3515.929,3515.929
NSW,0.0,31.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,17014.59,17014.59
NSW,0.0,34.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,21.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,33.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,5970.257,5970.257
NSW,0.0,18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1859.167,1859.167
NSW,0.0,26.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,6191.943,6191.943
NSW,0.0,31.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,7284.394,7284.394
NSW,0.0,35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,445.8309,445.8309
NSW,0.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSW,0.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7367.04,7367.04
NSW,0.0,35.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2015.503,2015.503
NSW,0.0,25.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,15791.13,15791.13
NSW,0.0,27.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1135.47,1135.47
NSW,0.0,20.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,6378.72,6378.72
NSW,0.0,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7176.187,7176.187
NSW,0.0,38.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,34.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7952.54,7952.54
NSW,0.0,19.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSW,0.0,32.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,7152.132,7152.132
NSW,0.0,20.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,8329.823,8329.823
NSW,0.0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,38.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,12429.91,12429.91
NSW,0.0,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,5088.76,5088.76
NSW,0.0,20.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,4374.04,4374.04
NSW,0.0,21.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1553.291,1553.291
NSW,0.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,22.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1698.304,1698.304
NSW,0.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11294.63,11294.63
NSW,0.0,29.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,14626.39,14626.39
NSW,0.0,22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,12898.38,12898.38
NSW,0.0,28.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,5767.133,5767.133
NSW,0.0,18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,6527.919,6527.919
NSW,0.0,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,3931.238,3931.238
NSW,0.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,20942.24,20942.24
NSW,0.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,26.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,36.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,14690.35,14690.35
NSW,0.0,22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,3418.097,3418.097
NSW,0.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11197.34,11197.34
NSW,0.0,29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,24.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSW,0.0,22.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,24.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1455.69,1455.69
NSW,0.0,29.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1890.937,1890.937
NSW,0.0,25.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,4485.616,4485.616
NSW,0.0,30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,13613.35,13613.35
NSW,0.0,22.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1390.509,1390.509
NSW,0.0,55.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,5843.796,5843.796
NSW,0.0,20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,8598.522,8598.522
NSW,0.0,34.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,2920.199,2920.199
NSW,0.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSW,0.0,32.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,6735.32,6735.32
NSW,0.0,31.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,50.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,44.75546,44.75546
NSW,0.0,23.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,38.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,0.0,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,3701.812,3701.812
NSW,0.0,42.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,6930.336,6930.336
NSW,0.0,39.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,3795.799,3795.799
NSW,0.0,34.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,5193.247,5193.247
